candidate_id,pattern_text,pattern_type,frequency,chapter_count,confidence,guessed_category,suggested_regex,status
unknown_1930ab89c46a,以免,marker,5253,1860,0.96,precaution,以免,review

unknown_a43431948735,换句话说,marker,5030,1898,0.96,definition,换句话说,review

unknown_bd9aa146580c,只不过...不过是,frame_template,4890,2149,0.96,minimizing,只不过(?P<a>.+?)不过是(?P<b>.+),review

unknown_71a362c35b83,何况,clause_anomaly,4406,1862,0.96,addition,何况,review

unknown_a4b7ec996431,难不成,clause_anomaly,4395,1692,0.96,rhetorical_question,难不成,review

unknown_1493241df7bd,免得,clause_anomaly,4314,1515,0.96,precaution,免得,review

unknown_de653a7be5a7,即使...也,paired_marker,4215,2245,0.96,concession,即使(?P<a>.+?)也(?P<b>.+),review

unknown_d39090072285,索性,clause_anomaly,4052,1777,0.96,decision,索性,review

unknown_c6098c563082,说到底,marker,4046,1293,0.96,summary,说到底,review

unknown_3fb4ed1d2872,再怎么,clause_anomaly,3949,1746,0.96,,再怎么,review

unknown_891f20c18ded,不仅...还,paired_marker,3887,2163,0.96,additive,不仅(?P<a>.+?)还(?P<b>.+),review

unknown_f7fb1771c0c5,倘若,clause_anomaly,3822,1703,0.96,,倘若,review

unknown_a4364c0f2c6f,与其...不如,paired_marker,3210,1819,0.96,preference,与其(?P<a>.+?)不如(?P<b>.+),review

unknown_126dc37159fb,以免,clause_anomaly,3035,1462,0.96,precaution,以免,review

unknown_095af13015c4,乃至...至于,frame_template,2934,1272,0.96,,乃至(?P<a>.+?)至于(?P<b>.+),review

unknown_64494e869114,乃至 / 至于,clause_anomaly,2828,1022,0.96,,乃至(?P<a>.+?)至于,review

unknown_b7afb68baaea,何尝,marker,2828,1137,0.96,,何尝,review

unknown_059aae460a02,再怎么...也,paired_marker,2599,1646,0.96,concession_limit,再怎么(?P<a>.+?)也(?P<b>.+),review

unknown_3b9c234aa68e,换句话说,clause_anomaly,2003,1213,0.96,definition,换句话说,review

unknown_cbc6ca9d9358,说到底,clause_anomaly,1898,909,0.96,summary,说到底,review

unknown_44500ea867e4,对于...甚至,frame_template,1842,1305,0.96,,对于(?P<a>.+?)甚至(?P<b>.+),review

unknown_2a6fd6fba545,宁可,marker,1693,756,0.96,preference,宁可,review

unknown_c6482840f3cd,何尝,clause_anomaly,1563,828,0.96,,何尝,review

unknown_17813d00e888,对于 / 甚至,clause_anomaly,1453,992,0.96,,对于(?P<a>.+?)甚至,review

unknown_ce0a41a3068a,毕竟...甚至,frame_template,1441,1100,0.96,reasoning,毕竟(?P<a>.+?)甚至(?P<b>.+),review

unknown_e719a5b5a291,对于...毕竟,frame_template,1268,984,0.96,reasoning,对于(?P<a>.+?)毕竟(?P<b>.+),review

unknown_f1aaad2bcc53,毕竟 / 甚至,clause_anomaly,1180,808,0.96,reasoning,毕竟(?P<a>.+?)甚至,review

unknown_53ed6ece449a,毕竟...对于,frame_template,1139,899,0.96,reasoning,毕竟(?P<a>.+?)对于(?P<b>.+),review

unknown_94ac507fc7e8,至于...甚至,frame_template,1082,846,0.96,,至于(?P<a>.+?)甚至(?P<b>.+),review

unknown_679dd0a51db3,甚至...毕竟,frame_template,1046,842,0.96,reasoning,甚至(?P<a>.+?)毕竟(?P<b>.+),review

unknown_54db3ba36536,宁可,clause_anomaly,1043,566,0.96,preference,宁可,review

unknown_eb63f082af4c,甚至...对于,frame_template,916,745,0.96,,甚至(?P<a>.+?)对于(?P<b>.+),review

unknown_a0ace2d82044,毕竟 / 对于,clause_anomaly,909,645,0.96,reasoning,毕竟(?P<a>.+?)对于,review

unknown_76569c0745d5,甚至 / 毕竟,clause_anomaly,858,582,0.96,reasoning,甚至(?P<a>.+?)毕竟,review

unknown_c3ccb522a45f,至于 / 甚至,clause_anomaly,855,592,0.96,,至于(?P<a>.+?)甚至,review

unknown_062d2c2dcd5f,竟然...甚至,frame_template,847,668,0.96,surprise,竟然(?P<a>.+?)甚至(?P<b>.+),review

unknown_c78898eddf05,对于 / 毕竟,clause_anomaly,842,660,0.96,reasoning,对于(?P<a>.+?)毕竟,review

unknown_2768c9e737ed,至于...毕竟,frame_template,799,671,0.96,reasoning,至于(?P<a>.+?)毕竟(?P<b>.+),review

unknown_9806fd3803bb,甚至 / 对于,clause_anomaly,741,539,0.96,,甚至(?P<a>.+?)对于,review

unknown_6e70dc7b3024,竟然 / 甚至,clause_anomaly,721,520,0.96,surprise,竟然(?P<a>.+?)甚至,review

unknown_a7273dbedbd8,至于 / 毕竟,clause_anomaly,650,447,0.96,reasoning,至于(?P<a>.+?)毕竟,review

unknown_8721eff2bf20,甚至...乃至,frame_template,624,505,0.96,,甚至(?P<a>.+?)乃至(?P<b>.+),review

unknown_df19f4fce8e5,甚至...反而,frame_template,606,531,0.96,contrast,甚至(?P<a>.+?)反而(?P<b>.+),review

unknown_5885c5935b41,甚至...竟然,frame_template,538,439,0.96,surprise,甚至(?P<a>.+?)竟然(?P<b>.+),review

unknown_2e35474b86d1,宁愿...也不,paired_marker,536,454,0.96,preference,宁愿(?P<a>.+?)也不(?P<b>.+),review

unknown_ba3ba6f53b37,甚至 / 反而,clause_anomaly,534,409,0.96,contrast,甚至(?P<a>.+?)反而,review

unknown_27a9c4ad14f7,甚至 / 乃至,clause_anomaly,526,337,0.96,,甚至(?P<a>.+?)乃至,review

unknown_710aacb2450b,并非...甚至,frame_template,524,453,0.96,,并非(?P<a>.+?)甚至(?P<b>.+),review

unknown_c2003431ce8f,对于...反而,frame_template,516,427,0.96,contrast,对于(?P<a>.+?)反而(?P<b>.+),review

unknown_cdc7aa95a8d5,倒也...毕竟,frame_template,511,456,0.96,reasoning,倒也(?P<a>.+?)毕竟(?P<b>.+),review

unknown_dd4e9e505eec,反而...甚至,frame_template,509,447,0.96,contrast,反而(?P<a>.+?)甚至(?P<b>.+),review

unknown_4da5ff797764,不但...而且,paired_marker,504,439,0.96,additive,不但(?P<a>.+?)而且(?P<b>.+),review

unknown_644210a4e2eb,并非 / 甚至,clause_anomaly,475,354,0.96,,并非(?P<a>.+?)甚至,review

unknown_e289e256803b,对于 / 反而,clause_anomaly,461,342,0.96,contrast,对于(?P<a>.+?)反而,review

unknown_c96cef87c736,甚至 / 竟然,clause_anomaly,454,329,0.96,surprise,甚至(?P<a>.+?)竟然,review

unknown_5ad287b9158d,毕竟...至于,frame_template,448,399,0.96,reasoning,毕竟(?P<a>.+?)至于(?P<b>.+),review

unknown_6a92936108b5,反而 / 甚至,clause_anomaly,441,334,0.96,contrast,反而(?P<a>.+?)甚至,review

unknown_e4bf1f56d449,对于...至于,frame_template,431,361,0.96,,对于(?P<a>.+?)至于(?P<b>.+),review

unknown_6bdb5efec6ca,至于...对于,frame_template,425,377,0.96,,至于(?P<a>.+?)对于(?P<b>.+),review

unknown_fe9ec21632a5,毕竟...并非,frame_template,421,379,0.96,reasoning,毕竟(?P<a>.+?)并非(?P<b>.+),review

unknown_0288e4e44c92,倒也 / 毕竟,clause_anomaly,403,315,0.96,reasoning,倒也(?P<a>.+?)毕竟,review

unknown_a393880ac818,只不过...甚至,frame_template,384,326,0.96,minimizing,只不过(?P<a>.+?)甚至(?P<b>.+),review

unknown_6b3538d89fec,否则 / 至于,clause_anomaly,370,213,0.96,condition,否则(?P<a>.+?)至于,review

unknown_e17e26a767c8,甚至...未必,frame_template,367,296,0.96,,甚至(?P<a>.+?)未必(?P<b>.+),review

unknown_0ed89dfa1d2f,毕竟 / 至于,clause_anomaly,355,249,0.96,reasoning,毕竟(?P<a>.+?)至于,review

unknown_df6d1c96bbb3,甚至 / 未必,clause_anomaly,350,234,0.96,,甚至(?P<a>.+?)未必,review

unknown_94144208e424,毕竟...再怎么,frame_template,332,290,0.96,reasoning,毕竟(?P<a>.+?)再怎么(?P<b>.+),review

unknown_c46c4bdedc73,否则...至于,frame_template,328,298,0.96,condition,否则(?P<a>.+?)至于(?P<b>.+),review

unknown_7de9ca86587f,乃至...甚至,frame_template,321,249,0.96,,乃至(?P<a>.+?)甚至(?P<b>.+),review

unknown_f5fc37a6ab5b,毕竟 / 并非,clause_anomaly,321,256,0.96,reasoning,毕竟(?P<a>.+?)并非,review

unknown_3e6cdd5c82b8,宁可...也不,paired_marker,309,278,0.96,preference,宁可(?P<a>.+?)也不(?P<b>.+),review

unknown_cf0884e5bfe8,甚至...竟是,frame_template,308,265,0.96,,甚至(?P<a>.+?)竟是(?P<b>.+),review

unknown_1c0c4ee557c7,至于 / 对于,clause_anomaly,302,237,0.96,,至于(?P<a>.+?)对于,review

unknown_0c04a500227f,否则 / 甚至,clause_anomaly,290,185,0.96,condition,否则(?P<a>.+?)甚至,review

unknown_e899116a092b,竟然...反而,frame_template,288,253,0.96,surprise,竟然(?P<a>.+?)反而(?P<b>.+),review

unknown_95df27073ae9,甚至...只不过,frame_template,287,257,0.96,minimizing,甚至(?P<a>.+?)只不过(?P<b>.+),review

unknown_5bba99c4cd8e,至于...反而,frame_template,285,256,0.96,contrast,至于(?P<a>.+?)反而(?P<b>.+),review

unknown_cae7076bacc8,对于...竟然,frame_template,284,254,0.96,surprise,对于(?P<a>.+?)竟然(?P<b>.+),review

unknown_d1a7a317171d,只不过...毕竟,frame_template,283,260,0.96,reasoning,只不过(?P<a>.+?)毕竟(?P<b>.+),review

unknown_9f69bc554f8c,不过是...甚至,frame_template,281,240,0.96,minimizing,不过是(?P<a>.+?)甚至(?P<b>.+),review

unknown_0e77c88e8a94,关于...甚至,frame_template,281,255,0.96,,关于(?P<a>.+?)甚至(?P<b>.+),review

unknown_9d960912807b,关于 / 甚至,clause_anomaly,273,200,0.96,,关于(?P<a>.+?)甚至,review

unknown_a1c1efd73c69,只不过...对于,frame_template,269,243,0.96,minimizing,只不过(?P<a>.+?)对于(?P<b>.+),review

unknown_7d9ab61ca0d8,对于 / 至于,clause_anomaly,267,194,0.96,,对于(?P<a>.+?)至于,review

unknown_849faca20f46,由于...甚至,frame_template,267,245,0.96,,由于(?P<a>.+?)甚至(?P<b>.+),review

unknown_6735e6fef63a,甚至...并非,frame_template,262,243,0.96,,甚至(?P<a>.+?)并非(?P<b>.+),review

unknown_23e12fcac39a,竟是...甚至,frame_template,262,238,0.96,,竟是(?P<a>.+?)甚至(?P<b>.+),review

unknown_508437afc73b,对于...并非,frame_template,258,239,0.96,,对于(?P<a>.+?)并非(?P<b>.+),review

unknown_773727db427a,至于...竟是,frame_template,258,234,0.96,,至于(?P<a>.+?)竟是(?P<b>.+),review

unknown_0fedf87afca0,并非...反而,frame_template,253,242,0.96,contrast,并非(?P<a>.+?)反而(?P<b>.+),review

unknown_42c1eb881228,毕竟...终究,frame_template,253,237,0.96,reasoning,毕竟(?P<a>.+?)终究(?P<b>.+),review

unknown_9d615f8ca390,至于 / 反而,clause_anomaly,252,185,0.96,contrast,至于(?P<a>.+?)反而,review

unknown_d5dceafbd12f,竟是...竟然,frame_template,251,220,0.96,surprise,竟是(?P<a>.+?)竟然(?P<b>.+),review

unknown_f96c5b913231,甚至 / 竟是,clause_anomaly,250,161,0.96,,甚至(?P<a>.+?)竟是,review

unknown_4895fc278aac,竟然 / 反而,clause_anomaly,250,192,0.96,surprise,竟然(?P<a>.+?)反而,review

unknown_50c132603f91,毕竟 / 再怎么,clause_anomaly,249,192,0.96,reasoning,毕竟(?P<a>.+?)再怎么,review

unknown_a79386af074b,否则...甚至,frame_template,247,229,0.96,condition,否则(?P<a>.+?)甚至(?P<b>.+),review

unknown_64bb3748b6fb,甚至...与其,frame_template,241,222,0.96,,甚至(?P<a>.+?)与其(?P<b>.+),review

unknown_4f11a20a3167,由于 / 甚至,clause_anomaly,241,201,0.96,,由于(?P<a>.+?)甚至,review

unknown_07a3954e0589,竟是 / 竟然,clause_anomaly,241,154,0.96,surprise,竟是(?P<a>.+?)竟然,review

unknown_4b02503a43b7,只不过 / 甚至,clause_anomaly,240,195,0.96,minimizing,只不过(?P<a>.+?)甚至,review

unknown_d70f4667451c,对于 / 竟然,clause_anomaly,240,191,0.96,surprise,对于(?P<a>.+?)竟然,review

unknown_8f2f477a374a,甚至 / 并非,clause_anomaly,237,167,0.96,,甚至(?P<a>.+?)并非,review

unknown_d205fce888da,对于 / 并非,clause_anomaly,234,177,0.96,,对于(?P<a>.+?)并非,review

unknown_fa2ac1dcf929,乃至 / 甚至,clause_anomaly,233,152,0.96,,乃至(?P<a>.+?)甚至,review

unknown_8c635cb4ab92,并非 / 反而,clause_anomaly,232,197,0.96,contrast,并非(?P<a>.+?)反而,review

unknown_2cdc0ad8b438,竟然 / 竟是,clause_anomaly,232,156,0.96,surprise,竟然(?P<a>.+?)竟是,review

unknown_1f86cb780d75,倒也 / 至于,clause_anomaly,230,155,0.96,,倒也(?P<a>.+?)至于,review

unknown_1dab69e1b1e4,毕竟...不过是,frame_template,229,197,0.96,reasoning,毕竟(?P<a>.+?)不过是(?P<b>.+),review

unknown_151cbc582257,甚至 / 与其,clause_anomaly,228,161,0.96,,甚至(?P<a>.+?)与其,review

unknown_8269e6fd4a36,对于...倒也,frame_template,226,209,0.96,,对于(?P<a>.+?)倒也(?P<b>.+),review

unknown_7a9bc5ced769,毕竟...反而,frame_template,222,209,0.96,contrast,毕竟(?P<a>.+?)反而(?P<b>.+),review

unknown_967affccc796,倒也...至于,frame_template,221,195,0.96,,倒也(?P<a>.+?)至于(?P<b>.+),review

unknown_77a7f0677b54,毕竟...何况,frame_template,221,209,0.96,reasoning,毕竟(?P<a>.+?)何况(?P<b>.+),review

unknown_78cf75714075,对于...竟是,frame_template,219,195,0.96,,对于(?P<a>.+?)竟是(?P<b>.+),review

unknown_21ac15a164aa,至于...并非,frame_template,219,208,0.96,,至于(?P<a>.+?)并非(?P<b>.+),review

unknown_2d7a3907a04e,只不过...并非,frame_template,215,203,0.96,minimizing,只不过(?P<a>.+?)并非(?P<b>.+),review

unknown_53104b4810e3,竟然...竟是,frame_template,215,190,0.96,surprise,竟然(?P<a>.+?)竟是(?P<b>.+),review

unknown_bb1deba7d91e,并非...毕竟,frame_template,211,206,0.96,reasoning,并非(?P<a>.+?)毕竟(?P<b>.+),review

unknown_63f1f029c0e4,只不过 / 对于,clause_anomaly,209,163,0.96,minimizing,只不过(?P<a>.+?)对于,review

unknown_a6b553b62325,甚至 / 否则,clause_anomaly,209,137,0.96,condition,甚至(?P<a>.+?)否则,review

unknown_8e7373d814cb,甚至...否则,frame_template,207,190,0.96,condition,甚至(?P<a>.+?)否则(?P<b>.+),review

unknown_8277cc6cd60c,至于 / 竟是,clause_anomaly,205,141,0.96,,至于(?P<a>.+?)竟是,review

unknown_49f27c290bf3,甚至 / 关于,clause_anomaly,203,137,0.96,,甚至(?P<a>.+?)关于,review

unknown_888cbc6e40b1,至于 / 倒也,clause_anomaly,203,151,0.96,,至于(?P<a>.+?)倒也,review

unknown_b7ec6224f4a8,至于...倒也,frame_template,198,189,0.96,,至于(?P<a>.+?)倒也(?P<b>.+),review

unknown_bb138aed1f7e,至于...竟然,frame_template,198,174,0.96,surprise,至于(?P<a>.+?)竟然(?P<b>.+),review

unknown_889bafa52646,至于...不过是,frame_template,197,169,0.96,minimizing,至于(?P<a>.+?)不过是(?P<b>.+),review

unknown_ca33a5bd5f60,对于...乃至,frame_template,195,146,0.96,,对于(?P<a>.+?)乃至(?P<b>.+),review

unknown_a86c7d107ddd,反而...毕竟,frame_template,191,182,0.96,contrast,反而(?P<a>.+?)毕竟(?P<b>.+),review

unknown_e052d97642f5,与其...甚至,frame_template,190,177,0.96,,与其(?P<a>.+?)甚至(?P<b>.+),review

unknown_c0d70928c943,甚至...关于,frame_template,189,176,0.96,,甚至(?P<a>.+?)关于(?P<b>.+),review

unknown_7f85d056d938,至于 / 并非,clause_anomaly,187,145,0.96,,至于(?P<a>.+?)并非,review

unknown_fa3404009515,并非...对于,frame_template,185,172,0.96,,并非(?P<a>.+?)对于(?P<b>.+),review

unknown_beadcb9e4771,只不过 / 并非,clause_anomaly,183,148,0.96,minimizing,只不过(?P<a>.+?)并非,review

unknown_4b1014bd3286,毕竟 / 终究,clause_anomaly,183,146,0.96,reasoning,毕竟(?P<a>.+?)终究,review

unknown_dec1e401b0d5,毕竟...只不过,frame_template,183,153,0.96,reasoning,毕竟(?P<a>.+?)只不过(?P<b>.+),review

unknown_69197995cc69,甚至...不过是,frame_template,183,159,0.96,minimizing,甚至(?P<a>.+?)不过是(?P<b>.+),review

unknown_73c3bd378353,何况...甚至,frame_template,182,158,0.96,addition,何况(?P<a>.+?)甚至(?P<b>.+),review

unknown_cc756709192d,对于 / 倒也,clause_anomaly,182,148,0.96,,对于(?P<a>.+?)倒也,review

unknown_3c858e043441,至于...只不过,frame_template,182,164,0.96,minimizing,至于(?P<a>.+?)只不过(?P<b>.+),review

unknown_8a225654e049,未必 / 甚至,clause_anomaly,180,117,0.96,,未必(?P<a>.+?)甚至,review

unknown_b94fe454d7f2,倒也...并非,frame_template,177,170,0.96,,倒也(?P<a>.+?)并非(?P<b>.+),review

unknown_c10ebc20f4ec,毕竟...未必,frame_template,177,161,0.96,reasoning,毕竟(?P<a>.+?)未必(?P<b>.+),review

unknown_ec15bd44d11e,对于...只不过,frame_template,176,164,0.96,minimizing,对于(?P<a>.+?)只不过(?P<b>.+),review

unknown_2f82bbd057df,毕竟...否则,frame_template,173,167,0.96,reasoning,毕竟(?P<a>.+?)否则(?P<b>.+),review

unknown_390c630d8899,竟然 / 对于,clause_anomaly,173,117,0.96,surprise,竟然(?P<a>.+?)对于,review

unknown_cb795cb2ef9a,并非 / 对于,clause_anomaly,171,131,0.96,,并非(?P<a>.+?)对于,review

unknown_bfdcdf8197d9,只不过 / 毕竟,clause_anomaly,170,129,0.96,reasoning,只不过(?P<a>.+?)毕竟,review

unknown_50267fcdee43,竟是...对于,frame_template,170,159,0.96,,竟是(?P<a>.+?)对于(?P<b>.+),review

unknown_68c125ec893f,毕竟 / 未必,clause_anomaly,167,119,0.96,reasoning,毕竟(?P<a>.+?)未必,review

unknown_7171f196e969,至于 / 否则,clause_anomaly,167,104,0.96,condition,至于(?P<a>.+?)否则,review

unknown_7c9bf75a5d1f,毕竟 / 反而,clause_anomaly,166,139,0.96,contrast,毕竟(?P<a>.+?)反而,review

unknown_b6e27005f615,毕竟...竟然,frame_template,166,157,0.96,surprise,毕竟(?P<a>.+?)竟然(?P<b>.+),review

unknown_8fa641b21087,由于...对于,frame_template,165,154,0.96,,由于(?P<a>.+?)对于(?P<b>.+),review

unknown_dc0354ba75bb,竟然...至于,frame_template,163,145,0.96,surprise,竟然(?P<a>.+?)至于(?P<b>.+),review

unknown_833fc50db622,对于...不过是,frame_template,162,147,0.96,minimizing,对于(?P<a>.+?)不过是(?P<b>.+),review

unknown_691eeb259034,并非...只不过,frame_template,161,151,0.96,minimizing,并非(?P<a>.+?)只不过(?P<b>.+),review

unknown_a1c2b0df50ad,不过是 / 甚至,clause_anomaly,160,110,0.96,minimizing,不过是(?P<a>.+?)甚至,review

unknown_f75aa678d65e,未必...甚至,frame_template,160,145,0.96,,未必(?P<a>.+?)甚至(?P<b>.+),review

unknown_9926db3e4f63,竟是 / 甚至,clause_anomaly,160,117,0.96,,竟是(?P<a>.+?)甚至,review

unknown_4b5b6ff086fe,倒也 / 并非,clause_anomaly,158,115,0.96,,倒也(?P<a>.+?)并非,review

unknown_89293af5f9a2,毕竟...与其,frame_template,158,148,0.96,reasoning,毕竟(?P<a>.+?)与其(?P<b>.+),review

unknown_f4512d13c579,毕竟 / 否则,clause_anomaly,157,112,0.96,reasoning,毕竟(?P<a>.+?)否则,review

unknown_c9ba51fa6b5c,偏偏...甚至,frame_template,155,139,0.96,counter_expectation,偏偏(?P<a>.+?)甚至(?P<b>.+),review

unknown_8511a309346e,只不过...至于,frame_template,155,148,0.96,minimizing,只不过(?P<a>.+?)至于(?P<b>.+),review

unknown_382d675bea17,并非 / 毕竟,clause_anomaly,155,122,0.96,reasoning,并非(?P<a>.+?)毕竟,review

unknown_9af92171d0f7,竟然...对于,frame_template,155,146,0.96,surprise,竟然(?P<a>.+?)对于(?P<b>.+),review

unknown_7308d021720d,毕竟...倒也,frame_template,154,149,0.96,reasoning,毕竟(?P<a>.+?)倒也(?P<b>.+),review

unknown_4f12ff810da7,至于 / 竟然,clause_anomaly,154,110,0.96,surprise,至于(?P<a>.+?)竟然,review

unknown_e1a4ee36ee73,与其 / 甚至,clause_anomaly,153,124,0.96,,与其(?P<a>.+?)甚至,review

unknown_de97236c666c,至于...否则,frame_template,153,140,0.96,condition,至于(?P<a>.+?)否则(?P<b>.+),review

unknown_69c22e6c5b14,更何况...甚至,frame_template,150,129,0.96,addition,更何况(?P<a>.+?)甚至(?P<b>.+),review

unknown_36406a9b51ba,偏偏 / 甚至,clause_anomaly,149,111,0.96,counter_expectation,偏偏(?P<a>.+?)甚至,review

unknown_b9763d66deb7,只不过...反而,frame_template,148,134,0.96,contrast,只不过(?P<a>.+?)反而(?P<b>.+),review

unknown_040320eeb372,至于 / 不过是,clause_anomaly,148,95,0.96,minimizing,至于(?P<a>.+?)不过是,review

unknown_12fa51c7bb92,对于 / 不过是,clause_anomaly,147,95,0.96,minimizing,对于(?P<a>.+?)不过是,review

unknown_4b93cfa53ccf,更何况 / 何况 / 甚至,clause_anomaly,146,104,0.96,addition,更何况(?P<a>.+?)何况(?P<a>.+?)甚至,review

