candidate_id,pattern_text,pattern_type,frequency,chapter_count,confidence,guessed_category,suggested_regex,status
unknown_ed34248f851d,无奈之下,ngram,56,29,0.845,,无奈之下,review
unknown_5ad81feda3fd,未必能,ngram,56,27,0.845,,未必能,review
unknown_bac8fbfc1b4e,竟然会,ngram,56,24,0.845,surprise,竟然会,review
unknown_1c571221e678,不管你,ngram,55,17,0.844,,不管你,review
unknown_3159636443f0,不管怎,ngram,55,27,0.844,,不管怎,review
unknown_49de454fae7a,你竟然,ngram,55,24,0.844,surprise,你竟然,review
unknown_fdb923b1502d,冥冥之中,ngram,55,23,0.844,,冥冥之中,review
unknown_21225a2bee4a,府之中,ngram,55,21,0.844,,府之中,review
unknown_98eca0470004,与之前,ngram,54,14,0.843,,与之前,review
unknown_84a2396765ff,况且,ngram,54,23,0.843,,况且,review
unknown_5f7706043f9c,否则的,ngram,54,28,0.843,condition,否则的,review
unknown_4c3b19a3a9f9,否则的话,ngram,54,28,0.843,condition,否则的话,review
unknown_b73159772552,壁之上,ngram,54,20,0.843,,壁之上,review
unknown_e0e73ede5b5d,山之中,ngram,54,21,0.843,,山之中,review
unknown_0fcca62edc35,竟然就,ngram,54,26,0.843,surprise,竟然就,review
unknown_326ce559045f,只要我们,ngram,53,21,0.841,,只要我们,review
unknown_0ab7f8583bd9,来讲,ngram,53,27,0.841,,来讲,review
unknown_912eb598abe8,仙门之中,ngram,52,16,0.84,,仙门之中,review
unknown_7eca400fd9f0,在这之前,ngram,52,24,0.84,,在这之前,review
unknown_cf59c7bc8264,地之上,ngram,52,18,0.84,,地之上,review
unknown_a462b7279ac0,如果你们,ngram,52,18,0.84,,如果你们,review
unknown_552b84a483c9,这之前,ngram,52,24,0.84,,这之前,review
unknown_5a4aa3c5902e,到之前,ngram,51,22,0.839,,到之前,review
unknown_0f709f799f7b,如果可以,ngram,51,29,0.839,,如果可以,review
unknown_2014d8a5c010,如果让,ngram,51,26,0.839,,如果让,review
unknown_8ad1944d5cca,束之后,ngram,51,26,0.839,,束之后,review
unknown_c39639ab1e7c,离开之后,ngram,51,22,0.839,,离开之后,review
unknown_994723203e33,结束之后,ngram,51,26,0.839,,结束之后,review
unknown_25dde44cbc81,虽然不是,ngram,51,28,0.839,,虽然不是,review
unknown_d760a00e4283,们之前,ngram,50,21,0.838,,们之前,review
unknown_f21a26be3e1d,何尝,ngram,50,22,0.838,,何尝,review
unknown_0e3f7971f13b,只要不是,ngram,50,22,0.838,,只要不是,review
unknown_0652a11b7ae9,天之内,ngram,50,15,0.838,,天之内,review
unknown_2f45fdacf532,林之中,ngram,50,20,0.838,,林之中,review
unknown_2da326cc50c2,甚至是,ngram,50,26,0.838,,甚至是,review
unknown_ebeac8364db2,虚空之中,ngram,50,18,0.838,,虚空之中,review
unknown_e586e6a7975b,下之后,ngram,49,24,0.837,,下之后,review
unknown_059ecd31e566,头顶之上,ngram,49,21,0.837,,头顶之上,review
unknown_6a0f8a8be8ff,如果要,ngram,49,25,0.837,,如果要,review
unknown_996a25edb9f7,时辰之后,ngram,49,23,0.837,,时辰之后,review
unknown_13bb09503525,辰之后,ngram,49,23,0.837,,辰之后,review
unknown_dd733bd24244,哪怕他,ngram,48,26,0.835,,哪怕他,review
unknown_54f071723c66,在之前,ngram,48,25,0.835,,在之前,review
unknown_8dd2993c9678,地之中,ngram,48,19,0.835,,地之中,review
unknown_d6a3048b9a05,天空之上,ngram,48,16,0.835,,天空之上,review
unknown_bd23444fb883,如果他们,ngram,48,20,0.835,,如果他们,review
unknown_a247effe7bdd,难道我,ngram,48,16,0.835,,难道我,review
unknown_b5f213fd4ea3,个时辰之后,ngram,47,22,0.834,,个时辰之后,review
unknown_b2ee39f7db33,战之后,ngram,47,20,0.834,,战之后,review
unknown_00e1155fa697,暗之中,ngram,47,23,0.834,,暗之中,review
unknown_7eb32a999dc4,难道真,ngram,47,23,0.834,,难道真,review
unknown_3d0bfb7e045f,后竟然,ngram,46,19,0.833,surprise,后竟然,review
unknown_1420183db6ec,说到底,ngram,46,21,0.833,summary,说到底,review
unknown_e90578054163,间之内,ngram,46,20,0.833,,间之内,review
unknown_e2325a6b9a4f,你难道,ngram,45,14,0.831,,你难道,review
unknown_5a887a87cc3a,场之上,ngram,45,20,0.831,,场之上,review
unknown_9f93214464dc,如果你不,ngram,45,21,0.831,,如果你不,review
unknown_479e759714e2,虽然大,ngram,45,28,0.831,,虽然大,review
unknown_722971c9fd61,为之前,ngram,44,19,0.83,,为之前,review
unknown_26493eb6a0f2,到竟然,ngram,44,19,0.83,surprise,到竟然,review
unknown_94fb28885755,周山之上,ngram,44,9,0.83,,周山之上,review
unknown_3db5fc6ad526,甚至有,ngram,44,21,0.83,,甚至有,review
unknown_61a4c2079d10,虽然心,ngram,44,28,0.83,,虽然心,review
unknown_31eca18feca8,乃至,ngram,43,17,0.829,,乃至,review
unknown_62a673f905c1,和之前,ngram,43,22,0.829,,和之前,review
unknown_4698225b494b,哪怕只,ngram,43,22,0.829,,哪怕只,review
unknown_784353f28c3b,因为之前,ngram,43,18,0.829,,因为之前,review
unknown_9560e172ccc0,如果不能,ngram,43,25,0.829,,如果不能,review
unknown_a45e7898dc71,如果你想,ngram,43,18,0.829,,如果你想,review
unknown_402c91dd0ed2,如果只,ngram,43,24,0.829,,如果只,review
unknown_241b9cf92507,族之中,ngram,43,20,0.829,,族之中,review
unknown_7781dd65b457,竟然一,ngram,43,18,0.829,surprise,竟然一,review
unknown_cf41e3610fd6,不管怎么,ngram,42,21,0.827,,不管怎么,review
unknown_f14795146b8d,如果对,ngram,42,26,0.827,,如果对,review
unknown_f6ac6698a965,如果还,ngram,42,18,0.827,,如果还,review
unknown_02fecb5ed8ff,宁可,ngram,42,16,0.827,preference,宁可,review
unknown_777e62fb7841,料之中,ngram,42,22,0.827,,料之中,review
unknown_77b9ad45cf23,法之后,ngram,42,23,0.827,,法之后,review
unknown_631ab8fba8ef,的来说,ngram,42,22,0.827,,的来说,review
unknown_9402aac5e312,虽然修,ngram,42,28,0.827,,虽然修,review
unknown_59096149dbc8,钟之后,ngram,42,18,0.827,,钟之后,review
unknown_bea81babda81,黑暗之中,ngram,42,21,0.827,,黑暗之中,review
unknown_82b7118522c7,不管不,ngram,41,24,0.826,,不管不,review
unknown_07bb049ba334,即使有,ngram,41,26,0.826,,即使有,review
unknown_8559b243eaf8,子竟然,ngram,41,23,0.826,surprise,子竟然,review
unknown_855d1626cb63,竟然让,ngram,41,16,0.826,surprise,竟然让,review
unknown_01caff18b3cc,虽然说,ngram,41,24,0.826,,虽然说,review
unknown_201f07c0ecea,起之前,ngram,41,18,0.826,,起之前,review
unknown_65e7e18f3fc1,不周山之上,ngram,40,8,0.824,,不周山之上,review
unknown_1144fdfb8a05,不管如,ngram,40,21,0.824,,不管如,review
unknown_ebae9cf58fcf,不管如何,ngram,40,21,0.824,,不管如何,review
unknown_7ff1429a86d9,如果想要,ngram,40,19,0.824,,如果想要,review
unknown_bded601569f3,一旦他,ngram,39,21,0.823,,一旦他,review
unknown_470b8b50b501,化之后,ngram,39,18,0.823,,化之后,review
unknown_c3d683f12c1f,台之上,ngram,39,11,0.823,,台之上,review
unknown_cdbf222188a8,回去之后,ngram,39,18,0.823,,回去之后,review
unknown_2fd0f71eb27e,虽然很,ngram,39,28,0.823,,虽然很,review
unknown_37d29414a0ad,一旦被,ngram,38,27,0.821,,一旦被,review
unknown_ffb8be6117c4,了难道,ngram,38,14,0.821,,了难道,review
unknown_4b3cff909f03,即便如,ngram,38,27,0.821,,即便如,review
unknown_9bae62215a82,厅之中,ngram,38,15,0.821,,厅之中,review
unknown_b78117eb6978,如果能够,ngram,38,19,0.821,,如果能够,review
unknown_19dacef1790b,的竟然,ngram,38,15,0.821,surprise,的竟然,review
unknown_82b78d999e42,如果您,ngram,37,13,0.82,,如果您,review
